"filename", "language", "Java Properties", "Gradle", "Log", "Batch", "XML", "Java", "CSS", "java", "comment", "blank", "total"
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/RemoveById.class", "java", 0, 0, 0, 0, 0, 0, 0, -12, 0, 0, -12
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/RemoveGreater.class", "java", 0, 0, 0, 0, 0, 0, 0, -12, 0, 0, -12
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Reorder.class", "java", 0, 0, 0, 0, 0, 0, 0, -11, 0, 0, -11
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Show.class", "java", 0, 0, 0, 0, 0, 0, 0, -11, 0, 0, -11
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Shuffle.class", "java", 0, 0, 0, 0, 0, 0, 0, -11, 0, 0, -11
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/commands/Update.class", "java", 0, 0, 0, 0, 0, 0, 0, -12, 0, 0, -12
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/data/Color.class", "java", 0, 0, 0, 0, 0, 0, 0, -16, 0, 0, -16
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/data/Coordinates.class", "java", 0, 0, 0, 0, 0, 0, 0, -18, 0, -1, -19
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/data/Location.class", "java", 0, 0, 0, 0, 0, 0, 0, -22, 0, 0, -22
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/data/Person.class", "java", 0, 0, 0, 0, 0, 0, 0, -52, 0, 0, -52
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/data/User.class", "java", 0, 0, 0, 0, 0, 0, 0, -9, 0, 0, -9
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/exceptions/ElementAmountException.class", "java", 0, 0, 0, 0, 0, 0, 0, -5, 0, 0, -5
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/exceptions/RecursionException.class", "java", 0, 0, 0, 0, 0, 0, 0, -5, 0, 0, -5
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/exceptions/ValueException.class", "java", 0, 0, 0, 0, 0, 0, 0, -5, 0, 0, -5
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/gui/controllers/AuthController.class", "java", 0, 0, 0, 0, 0, 0, 0, -34, 0, 0, -34
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/gui/controllers/TableController.class", "java", 0, 0, 0, 0, 0, 0, 0, -78, 0, 0, -78
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/network/TCPClient.class", "java", 0, 0, 0, 0, 0, 0, 0, -55, 0, 0, -55
"/mnt/d/ITMO/prog-labs-2sem/lab8/app/bin/main/ifmo/requests/Request.class", "java", 0, 0, 0, 0, 0, 0, 0, -9, 0, 0, -9
